,word,count,len
5332,cuttingly,1,9
5333,corn,1,4
5334,disappeared,1,11
5335,lamps,2,5
5336,permitted,2,9
5337,chapter,12,7
5338,attacks,1,7
5339,dinner,22,6
5340,steadily,1,8
5341,efforts,1,7
5342,aha,1,3
5343,presence,13,8
5344,bath,8,4
5345,fairyland,1,9
5346,sunlight,1,8
5347,lags,1,4
5348,stuck,1,5
5349,indispensably,1,13
5350,naught,3,6
5351,intolerance,1,11
5352,head,36,4
5353,heal,2,4
5354,gorgeous,1,8
5355,heat,2,4
5356,hear,17,4
5357,solar,1,5
5358,sustained,1,9
5359,removed,1,7
5360,nodded,1,6
5361,luxuriant,1,9
5362,flavour,1,7
5363,consequences,1,12
5364,muster,1,6
5365,bids,1,4
5366,[20],1,4
5367,encumber,1,8
5368,submitting,1,10
5369,adorn,1,5
5370,trim,1,4
5371,brightly,1,8
5372,shaktas,1,7
5373,suspicions,3,10
5374,despotism,1,9
5375,acclaimed,1,9
5376,check,5,5
5377,looked,27,6
5378,charioteer,1,10
5379,outstretched,1,12
5380,no,16,2
5381,tip,2,3
5382,panchus,11,7
5383,tin,1,3
5384,setting,9,7
5385,papers,2,6
5386,tie,2,3
5387,vanished,4,8
5388,eternity,2,8
5389,picture,8,7
5390,spoils,1,6
5391,preceding,1,9
5392,flushed,6,7
5393,younger,3,7
5394,longer,34,6
5395,bullet,2,6
5396,invent,4,6
5397,vigorously,2,10
5398,withhold,1,8
5399,longed,1,6
5400,unchallenged,1,12
5401,remarked,7,8
5402,serious,1,7
5403,intimacy,3,8
5404,backward,1,8
5405,dacoits,3,7
5406,rob,3,3
5407,rod,1,3
5408,livelihood,1,10
5409,leads,1,5
5410,displaying,1,10
5411,discern,1,7
5412,turbid,1,6
5413,passage,10,7
5414,environment,1,11
5415,charge,4,6
5416,promoting,1,9
5417,suckled,1,7
5418,discovering,1,11
5419,sing,6,4
5420,agreed,2,6
5421,advantage,2,9
5422,shibboleths,1,11
5423,keeping,10,7
5424,anyway,2,6
5425,waylay,1,6
5426,cook,2,4
5427,cool,3,4
5428,clouds,1,6
5429,hour,5,4
5430,level,6,5
5431,peeps,2,5
5432,brother,40,7
5433,inauspicious,1,12
5434,quick,5,5
5435,accumulation,1,12
5436,says,11,4
5437,injunction,1,10
5438,invaded,1,7
5439,dried,2,5
5440,bales,1,5
5441,drinks,1,6
5442,hymn,1,4
5443,stands,3,6
5444,deluded,2,7
5445,contracted,1,10
5446,pleased,6,7
5447,goes,7,4
5448,reply,24,5
5449,illimitable,1,11
5450,water,23,5
5451,attainment,1,10
5452,witch,1,5
5453,twentieth,1,9
5454,groups,1,6
5455,crippled,1,8
5456,hoarse,1,6
5457,supplying,1,9
5458,thirty,5,6
5459,healthy,2,7
5460,pearls,3,6
5461,hospitality,1,11
5462,automaton,1,9
5463,humour,4,6
5464,crisis,4,6
5465,handled,1,7
5466,wrecking,1,8
5467,surroundings,5,12
5468,prey,1,4
5469,memory,1,6
5470,today,45,5
5471,smeared,1,7
5472,dismay,1,6
5473,altar,2,5
5474,allopathic,1,10
5475,cashier,5,7
5476,shafts,3,6
5477,cases,1,5
5478,thousands,3,9
5479,ferry,1,5
5480,laughter,5,8
5481,streak,2,6
5482,overpass,1,8
5483,nursing,2,7
5484,stream,5,6
5485,downfall,1,8
5486,expectant,1,9
5487,millionaires,1,12
5488,stroke,1,6
5489,dropped,7,7
5490,counting,1,8
5491,intelligible,1,12
5492,chutnies,1,8
5493,scar,1,4
5494,secured,1,7
5495,innumerable,2,11
5496,1,1,1
5497,crumbling,1,9
5498,vital,2,5
5499,cardinal,1,8
5500,speaks,1,6
5501,rites,3,5
5502,needs,14,5
5503,depriving,1,9
5504,wagging,2,7
5505,branches,1,8
5506,drained,1,7
5507,succeeded,2,9
5508,purification,2,12
5509,glancing,3,8
5510,imagining,2,9
5511,khema,6,5
5512,furnished,1,9
5513,midnight,2,8
5514,fangs,2,5
5515,worship,61,7
5516,apes,1,4
5517,offers,1,6
5518,pandits,1,7
5519,loophole,2,8
5520,happened,21,8
5521,delighted,1,9
5522,underneath,4,10
5523,conquer,1,7
5524,feathered,1,9
5525,sowing,1,6
5526,gushing,2,7
5527,term,2,4
5528,equality,2,8
5529,name,21,4
5530,corners,2,7
5531,necklet,1,7
5532,possibilities,1,13
5533,realistic,1,9
5534,wearisome,1,9
5535,torch,5,5
5536,gaps,2,4
5537,farewell,1,8
5538,begun,7,5
5539,tumultuous,1,10
5540,obsession,1,9
5541,anoint,1,6
5542,profit,2,6
5543,treading,3,8
5544,attracted,2,9
5545,divinities,2,10
5546,attended,1,8
5547,theory,4,6
5548,revering,1,8
5549,delude,4,6
5550,turn,24,4
5551,place,44,5
5552,retreating,2,10
5553,view,4,4
5554,weakling,1,8
5555,childhood,3,9
5556,surviving,1,9
5557,revenue,1,7
5558,[22],1,4
5559,incongruous,1,11
5560,clumsy,1,6
5561,soaring,1,7
5562,fetches,1,7
5563,pleaded,3,7
5564,cheerfully,1,10
5565,tingling,3,8
5566,given,22,5
5567,necessarily,1,11
5568,ebb,1,3
5569,district,3,8
5570,haggle,1,6
5571,bounty,1,6
5572,white,4,5
5573,giver,2,5
5574,gives,7,5
5575,festivity,1,9
5576,hum,1,3
5577,inexpressibly,1,13
5578,alas,11,4
5579,copy,2,4
5580,holder,1,6
5581,explanations,2,12
5582,wide,4,4
5583,unfortunately,2,13
5584,require,1,7
5585,serf,1,4
5586,sere,1,4
5587,cards,2,5
5588,poisoning,1,9
5589,and,1,3
5590,rend,1,4
5591,rent,6,4
5592,prosperity,4,10
5593,wanderer,1,8
5594,ideas,12,5
5595,wandered,2,8
5596,ideal,5,5
5597,blunt,1,5
5598,wrench,2,6
5599,urge,1,4
5600,sure,19,4
5601,falls,4,5
5602,boiling,1,7
5603,net,1,3
5604,clatter,1,7
5605,cleared,3,7
5606,pencils,1,7
5607,considered,2,10
5608,proud,4,5
5609,hungry,2,6
5610,uncle,2,5
5611,senior,8,6
5612,quantity,1,8
5613,slope,1,5
5614,pans,1,4
5615,heap,3,4
5616,applauding,1,10
5617,cheap,5,5
5618,dirge,1,5
5619,hack,1,4
5620,mister,1,6
5621,written,5,7
5622,crime,1,5
5623,believing,1,9
5624,dreaded,1,7
5625,lighted,5,7
5626,hurl,1,4
5627,viewpoint,1,9
5628,broadest,1,8
5629,expectation,2,11
5630,savours,1,7
5631,reveal,1,6
5632,fainted,1,7
5633,naked,4,5
5634,discussing,2,10
5635,ignored,1,7
5636,picnic,1,6
5637,imposing,1,8
5638,connections,1,11
5639,unreasoningly,1,13
5640,college,6,7
5641,fails,1,5
5642,invoked,1,7
5643,sorely,2,6
5644,mortgage,1,8
5645,crooked,5,7
5646,shiva,2,5
5647,weapons,6,7
5648,outside,36,7
5649,arrival,1,7
5650,shivered,1,8
5651,fearless,1,8
5652,thrilling,1,9
5653,comb,2,4
5654,come,146,4
5655,reaction,1,8
5656,acquiring,1,9
5657,possessions,1,11
5658,region,2,6
5659,priests,1,7
5660,quiet,4,5
5661,[29],1,4
5662,railway,2,7
5663,penal,1,5
5664,utterance,1,9
5665,duty,10,4
5666,afterwards,4,10
5667,opined,1,6
5668,pot,3,3
5669,insist,5,6
5670,29,1,2
5671,satisfaction,4,12
5672,pundits,1,7
5673,lifes,5,5
5674,deposited,1,9
5675,hardly,12,6
5676,schoolboy,1,9
5677,engine,1,6
5678,direction,1,9
5679,tasteless,1,9
5680,robbed,4,6
5681,blessing,12,8
5682,implored,1,8
5683,drawer,2,6
5684,mocking,1,7
5685,eaters,3,6
5686,careful,1,7
5687,spirit,11,6
5688,robber,5,6
5689,case,14,4
5690,shaft,3,5
5691,nothingness,1,11
5692,fiercer,1,7
5693,cast,8,4
5694,shops,1,5
5695,wry,1,3
5696,slippers,3,8
5697,contrive,2,8
5698,discrepancy,1,11
5699,someone,3,7
5700,shopkeeper,1,10
5701,author,1,6
5702,granted,1,7
5703,reminded,3,8
5704,trip,1,4
5705,agitated,2,8
5706,reminder,1,8
5707,events,1,6
5708,hermit,1,6
5709,week,1,4
5710,barefoot,1,8
5711,driver,2,6
5712,drives,1,6
5713,muffled,1,7
5714,noticing,1,8
5715,driven,3,6
5716,persons,4,7
5717,lute,2,4
5718,arose,1,5
5719,changing,1,8
5720,weep,3,4
5721,vowed,4,5
5722,longing,8,7
5723,without,37,7
5724,relief,1,6
5725,model,1,5
5726,reward,1,6
5727,speechifying,1,12
5728,bodies,1,6
5729,desolate,1,8
5730,ninth,1,5
5731,risking,1,7
5732,lavish,2,6
5733,violent,1,7
5734,cease,3,5
5735,guides,1,6
5736,blow,3,4
5737,gentleness,1,10
5738,womans,15,6
5739,rose,12,4
5740,seems,19,5
5741,except,7,6
5742,rosy,2,4
5743,kingdom,3,7
5744,kills,3,5
5745,confined,3,8
5746,accepted,3,8
5747,correcting,1,10
5748,furniture,3,9
5749,compunctions,2,12
5750,tower,1,5
5751,reduced,5,7
5752,burdens,1,7
5753,jewellery,2,9
5754,snatched,1,8
5755,table,15,5
5756,amulya,116,6
5757,mood,2,4
5758,legal,1,5
5759,moon,8,4
5760,buddha,2,6
5761,compulsion,2,10
5762,severed,2,7
5763,calmed,1,6
5764,poem,4,4
5765,nails,1,5
5766,wheedling,1,9
5767,slaughter,1,9
5768,loudest,1,7
5769,prattle,1,7
5770,wades,1,5
5771,oh,41,2
5772,of,2,2
5773,whence,2,6
5774,stand,14,5
5775,decent,1,6
5776,ladies,2,6
5777,communication,1,13
5778,garb,2,4
5779,dishevelled,1,11
5780,cursed,1,6
5781,accounts,2,8
5782,cent,4,4
5783,england,1,7
5784,calamities,1,10
5785,distinctions,3,12
5786,nakedness,1,9
5787,energy,8,6
5788,mischief,1,8
5789,meaningly,1,9
5790,regard,3,6
5791,amongst,5,7
5792,rouse,3,5
5793,emancipate,1,10
5794,naïvely,1,7
5795,tiptoe,1,6
5796,grasp,3,5
5797,grass,3,5
5798,strongly,2,8
5799,toilet,1,6
5800,taste,8,5
5801,frighten,3,8
5802,[24],1,4
5803,alarm,1,5
5804,namasudra,1,9
5805,abyss,1,5
5806,compel,2,6
5807,5,1,1
5808,oneself,2,7
5809,separate,2,8
5810,symbol,2,6
5811,despoil,1,7
5812,dishonour,2,9
5813,flower,13,6
5814,bounded,2,7
5815,included,1,8
5816,brass,3,5
5817,stocks,1,6
5818,psychology,1,10
5819,applause,1,8
5820,calls,2,5
5821,wife,25,4
5822,unmitigated,1,11
5823,unscathed,1,9
5824,quizzical,1,9
5825,chinese,1,7
5826,wreath,4,6
5827,follow,8,6
5828,settlement,1,10
5829,apartment,1,9
5830,catastrophe,1,11
5831,homage,1,6
5832,thursday,1,8
5833,blenching,1,9
5834,belonging,3,9
5835,woman,45,5
5836,worse,1,5
5837,song,18,4
5838,far,17,3
5839,fat,1,3
5840,sons,4,4
5841,worst,2,5
5842,awful,6,5
5843,bubbles,1,7
5844,soles,1,5
5845,gainsay,1,7
5846,treating,1,8
5847,stimulus,1,8
5848,list,3,4
5849,prolonged,2,9
5850,grandfather,2,11
5851,blankly,4,7
5852,undone,1,6
5853,salute,2,6
5854,renouncing,2,10
5855,ten,6,3
5856,tea,3,3
5857,reins,1,5
5858,breakers,1,8
5859,rate,2,4
5860,design,4,6
5861,what,2,4
5862,imported,1,8
5863,sub,2,3
5864,sun,7,3
5865,sum,1,3
5866,brief,1,5
5867,thraldom,1,8
5868,row,3,3
5869,guns,1,4
5870,multitude,3,9
5871,devoted,3,7
5872,toes,1,4
5873,drudgery,1,8
5874,compressed,1,10
5875,tragedy,1,7
5876,jata,1,4
5877,thrift,1,6
5878,difficulty,4,10
5879,allows,2,6
5880,grâce,1,5
5881,suddenly,24,8
5882,commandments,2,12
5883,screens,1,7
5884,texts,3,5
5885,fearfully,1,9
5886,proceed,2,7
5887,wield,1,5
5888,flowered,1,8
5889,conspiring,1,10
5890,hurrah,1,6
5891,minor,1,5
5892,horses,2,6
5893,flat,1,4
5894,wretched,4,8
5895,knows,13,5
5896,grabbing,3,8
5897,mire,1,4
5898,waxed,1,5
5899,sorcery,1,7
5900,pairs,1,5
5901,domination,3,10
5902,wretches,1,8
5903,known,13,5
5904,sustenance,3,10
5905,waxes,1,5
5906,glad,2,4
5907,debates,1,7
5908,bedwards,1,8
5909,v,3,1
5910,unfairness,1,10
5911,atrocious,1,9
5912,conspire,1,8
5913,protects,2,8
5914,cultivate,1,9
5915,court,2,5
5916,goal,3,4
5917,desperation,1,11
5918,rather,20,6
5919,obverse,1,7
5920,breaking,14,8
5921,untied,1,6
5922,occasionally,1,12
5923,extinguished,1,12
5924,goat,2,4
5925,acknowledging,1,13
5926,simplicity,1,10
5927,shouldnt,1,8
5928,weaknesses,1,10
5929,inflammable,1,11
5930,indomitable,2,11
5931,adventure,1,9
5932,proclaimed,2,10
5933,short,14,5
5934,amulyas,4,7
5935,departure,1,9
5936,artful,1,6
5937,shore,3,5
5938,shade,7,5
5939,retaliate,1,9
5940,began,28,5
5941,outrages,1,8
5942,mission,2,7
5943,outraged,2,8
5944,quarrels,1,8
5945,pretext,4,7
5946,avenue,1,6
5947,eluded,1,6
5948,inquiries,1,9
5949,thirtieth,1,9
5950,disagreed,1,9
5951,style,2,5
5952,susceptible,1,11
5953,inward,2,6
5954,resort,1,6
5955,parts,1,5
5956,might,30,5
5957,somebody,3,8
5958,insensibility,1,13
5959,hunter,1,6
5960,speechless,2,10
5961,belittle,1,8
5962,hunted,1,6
5963,unreasoning,1,11
5964,inequality,1,10
5965,stroked,1,7
5966,inherent,4,8
5967,intolerable,3,11
5968,dakshina,1,8
5969,weight,10,6
5970,fixture,1,7
5971,marwari,1,7
5972,expect,6,6
5973,undertake,1,9
5974,wondered,5,8
5975,disquiet,1,8
5976,paradise,7,8
5977,induced,1,7
5978,boldness,3,8
5979,forgive,6,7
5980,monotony,1,8
5981,topsy,1,5
5982,teach,4,5
5983,thrown,3,6
5984,cremated,1,8
5985,thread,3,6
5986,prejudice,1,9
5987,threat,1,6
5988,fallen,4,6
5989,feel,47,4
5990,churning,2,8
5991,fancy,2,5
5992,feet,54,4
5993,sympathy,1,8
5994,dint,1,4
5995,defects,1,7
5996,blank,4,5
5997,soaps,4,5
5998,passer,1,6
5999,passes,1,6
6000,story,30,5
6001,leading,3,7
6002,hangs,1,5
6003,passed,18,6
6004,overbold,1,8
6005,store,5,5
6006,treasured,1,9
6007,calculations,1,12
6008,relieved,2,8
6009,importunity,1,11
6010,treasures,1,9
6011,wayfarer,2,8
6012,convinced,1,9
6013,king,5,4
6014,kind,19,4
6015,throttle,1,8
6016,double,5,6
6017,aims,1,4
6018,superfluity,1,11
6019,insulted,4,8
6020,dispenser,2,9
6021,stale,1,5
6022,tongues,1,7
6023,dainties,1,8
6024,alike,2,5
6025,tongued,1,7
6026,remodel,1,7
6027,hopelessly,2,10
6028,nights,6,6
6029,finding,4,7
6030,added,1,5
6031,intervened,1,10
6032,reach,9,5
6033,rarefied,1,8
6034,fangled,1,7
6035,nothing,72,7
6036,prestige,1,8
6037,measured,1,8
6038,brahmaputra,1,11
6039,achievement,2,11
6040,dealers,1,7
6041,numberless,3,10
6042,windows,1,7
6043,lying,7,5
6044,[26],1,4
6045,fond,4,4
6046,banian,1,6
6047,shares,1,6
6048,melody,2,6
6049,penalty,5,7
6050,his,1,3
6051,hit,3,3
6052,gains,2,5
6053,revered,2,7
6054,him,1,3
6055,necked,1,6
6056,cartoons,1,8
6057,activity,1,8
6058,heaping,1,7
6059,untying,1,7
6060,repulsed,1,8
6061,bars,1,4
6062,art,8,3
6063,mischievously,2,13
6064,intelligence,2,12
6065,bara,36,4
6066,dumb,3,4
6067,heaped,1,6
6068,arm,4,3
6069,visualize,2,9
6070,learnt,4,6
6071,unions,1,6
6072,various,3,7
6073,recking,1,7
6074,creating,3,8
6075,sold,1,4
6076,sole,2,4
6077,confiscated,2,11
6078,succeed,3,7
6079,betrayed,3,8
6080,rudra,1,5
6081,riddles,1,7
6082,blazed,2,6
6083,became,13,6
6084,asceticism,1,10
6085,bond,1,4
6086,finds,6,5
6087,flies,3,5
6088,distress,2,8
6089,reasons,1,7
6090,sweet,9,5
6091,embarrassing,1,12
6092,sweep,2,5
6093,harbour,2,7
6094,village,12,7
6095,goats,1,5
6096,scented,2,7
6097,overlook,1,8
6098,political,8,9
6099,due,11,3
6100,appears,1,7
6101,reduction,1,9
6102,watchword,2,9
6103,brick,1,5
6104,woke,1,4
6105,flight,4,6
6106,flints,1,6
6107,latterly,2,8
6108,unresisting,2,11
6109,demand,6,6
6110,plants,1,6
6111,stolen,5,6
6112,boast,4,5
6113,unhesitating,1,12
6114,theres,1,6
6115,blurted,2,7
6116,leant,1,5
6117,demon,6,5
6118,ecstasy,1,7
6119,obstacle,3,8
6120,headway,1,7
6121,rid,8,3
6122,anguish,1,7
6123,trial,7,5
6124,badgering,1,9
6125,peoples,1,7
6126,9,1,1
6127,shirk,3,5
6128,higher,3,6
6129,arrives,1,7
6130,restraint,7,9
6131,usually,2,7
6132,impede,1,6
6133,deluding,1,8
6134,lower,5,5
6135,solemnity,1,9
6136,depending,1,9
6137,anybody,6,7
6138,magnified,1,9
6139,edge,4,4
6140,sneered,3,7
6141,starved,2,7
6142,dares,1,5
6143,pollen,1,6
6144,endeavour,3,9
6145,unseen,1,6
6146,questions,2,9
6147,prince,5,6
6148,gems,3,4
6149,illusions,7,9
6150,extracted,1,9
6151,treacle,1,7
6152,workers,3,7
6153,drooped,1,7
6154,associations,1,12
6155,complaint,1,9
6156,deadened,1,8
6157,cataclysmal,1,11
6158,awakes,2,6
6159,entangled,2,9
6160,awaken,1,6
6161,plundering,1,10
6162,avatars,1,7
6163,ignore,3,6
6164,distrust,2,8
6165,unstable,2,8
6166,essential,1,9
6167,arrived,4,7
6168,hotchpotch,1,10
6169,understood,8,10
6170,litter,1,6
6171,hurriedly,4,9
6172,selfishness,1,11
6173,modernize,1,9
6174,gradually,6,9
6175,epicures,1,8
6176,fragments,2,9
6177,bookshelves,1,11
6178,raided,2,6
6179,refused,13,7
6180,aloft,3,5
6181,consolation,3,11
6182,upraised,1,8
6183,refuses,2,7
6184,intense,1,7
6185,suksar,3,6
6186,tortuous,1,8
6187,niceness,1,8
6188,chuckled,1,8
6189,lifeless,2,8
6190,hatred,1,6
6191,womens,2,6
6192,youthful,2,8
6193,plan,3,4
6194,elasticity,1,10
6195,services,1,8
6196,piteous,1,7
6197,vagabond,1,8
6198,impressed,2,9
6199,tenth,1,5
6200,rows,1,4
6201,omaments,1,8
6202,fast,11,4
6203,impresses,1,9
6204,selfsame,1,8
6205,mundane,1,7
6206,plunge,5,6
6207,solidity,1,8
6208,cloth,9,5
6209,crank,1,5
6210,repeatedly,4,10
6211,forbidding,1,10
6212,junior,7,6
6213,raising,3,7
6214,mystify,1,7
6215,motive,1,6
6216,patriot,1,7
6217,slavishness,1,11
6218,sullied,1,7
6219,called,26,6
6220,freak,1,5
6221,stick,1,5
6222,steeped,1,7
6223,warning,2,7
6224,rally,1,5
6225,sandalwood,1,10
6226,rainy,1,5
6227,tone,5,4
6228,rains,3,5
6229,peace,7,5
6230,backs,2,5
6231,seething,1,8
6232,mock,1,4
6233,cultivating,1,11
6234,mustard,1,7
6235,problems,2,8
6236,breasts,4,7
6237,helping,2,7
6238,meaning,10,7
6239,allowing,2,8
6240,rightful,2,8
6241,reproached,1,10
6242,vice,1,4
6243,accumulations,1,13
6244,departs,1,7
6245,narrative,1,9
6246,pyre,1,4
6247,buffalo,1,7
6248,reined,1,6
6249,wrestle,1,7
6250,resistance,1,10
6251,gang,3,4
6252,winds,2,5
6253,magnifying,1,10
6254,xxii,1,4
6255,peering,1,7
6256,stable,1,6
6257,breach,1,6
6258,ed],1,3
6259,breathing,1,9
6260,wished,1,6
6261,notes,8,5
6262,tenderness,1,10
6263,dealt,1,5
6264,concluded,2,9
6265,toils,2,5
6266,folds,3,5
6267,wrestling,1,9
6268,fold,1,4
6269,folk,4,4
6270,waiting,19,7
6271,capital,1,7
6272,gaily,1,5
6273,desires,9,7
6274,youngest,1,8
6275,desired,1,7
6276,separation,6,10
6277,miser,1,5
6278,larger,5,6
6279,shades,2,6
6280,leaving,16,7
6281,spices,1,6
6282,feverishly,1,10
6283,examinations,1,12
6284,apple,1,5
6285,scales,1,6
6286,apt,1,3
6287,apply,1,5
6288,galloped,1,8
6289,bhairavi,1,8
6290,witchery,1,8
6291,use,30,3
6292,figure,9,6
6293,consumption,1,11
6294,germ,1,4
6295,examination,3,11
6296,weeping,3,7
6297,sort,7,4
6298,plaited,1,7
6299,inclined,3,8
6300,heir,1,4
6301,steadfastly,1,11
6302,virulence,1,9
6303,recount,1,7
6304,sculptor,1,8
6305,women,48,5
6306,annoy,1,5
6307,getting,25,7
6308,foppish,1,7
6309,distractions,1,12
6310,indulgence,1,10
6311,thirsty,1,7
6312,calculation,1,11
6313,inaccessible,1,12
6314,heaving,1,7
6315,something,39,9
6316,sir,30,3
6317,united,3,6
6318,sit,8,3
6319,six,19,3
6320,struggles,1,9
6321,fortunate,2,9
6322,traders,3,7
6323,actualities,2,11
6324,instead,6,7
6325,struggled,1,9
6326,sin,22,3
6327,attend,9,6
6328,immersed,1,8
6329,abuse,1,5
6330,convulsing,1,10
6331,light,43,5
6332,interrupted,5,11
6333,budge,1,5
6334,cheapen,1,7
6335,tenure,1,6
6336,necklace,3,8
6337,coolly,2,6
6338,twining,1,7
6339,palanquin,2,9
6340,looks,6,5
6341,lifeblood,1,9
6342,contaminated,1,12
6343,obeisance,9,9
6344,superior,4,8
6345,inaugurate,1,10
6346,voiceless,1,9
6347,permanent,4,9
6348,covered,4,7
6349,bye,1,3
6350,crowds,1,6
6351,adornment,2,9
6352,crash,1,5
6353,practice,2,8
6354,flew,1,4
6355,satellites,1,10
6356,kundus,6,6
6357,articles,4,8
6358,bewilderment,1,12
6359,admonished,1,10
6360,profound,2,8
6361,feast,4,5
6362,bills,1,5
6363,absentmindedness,1,16
6364,related,1,7
6365,bogey,1,5
6366,sob,1,3
6367,indulged,1,8
6368,sentiment,1,9
6369,chaos,2,5
6370,vaishnavas,1,10
6371,plaguing,1,8
6372,impart,4,6
6373,despairing,1,10
6374,pours,1,5
6375,utensil,1,7
6376,conflicts,3,9
6377,rejoice,3,7
6378,anyhow,6,6
6379,tenant,6,6
6380,weaves,1,6
6381,phrases,5,7
6382,conversation,1,12
6383,birthday,7,8
6384,precepts,2,8
6385,embryo,1,6
6386,obscurity,1,9
6387,plainly,3,7
6388,echo,5,4
6389,droop,2,5
6390,unknown,6,7
6391,anaemic,1,7
6392,boil,1,4
6393,misunderstood,2,13
6394,shell,3,5
6395,unceasing,2,9
6396,academy,1,7
6397,doomed,2,6
6398,shallow,1,7
6399,slides,1,6
6400,july,2,4
6401,summoning,1,9
6402,riches,2,6
6403,richer,1,6
6404,ranis,9,5
6405,chattered,1,9
6406,creditors,1,9
6407,unaccountable,2,13
6408,fetter,2,6
6409,sincerity,2,9
6410,gloomily,1,8
6411,betel,4,5
6412,afraid,17,6
6413,pupils,2,6
6414,sahib,1,5
6415,zenana,7,6
6416,=,2,1
6417,centre,7,6
6418,who,1,3
6419,filch,1,5
6420,emancipation,1,12
6421,alarmed,2,7
6422,class,5,5
6423,clasp,1,5
6424,trustiness,1,10
6425,pipe,2,4
6426,bulging,1,7
6427,chances,1,7
6428,pleases,2,7
6429,rejecting,1,9
6430,changeful,1,9
6431,utter,12,5
6432,fear,31,4
6433,debate,2,6
6434,nearer,2,6
6435,highest,3,7
6436,clutching,1,9
6437,combs,2,5
6438,incantations,2,12
6439,neared,2,6
6440,local,4,5
6441,indignant,3,9
6442,topple,1,6
6443,watching,1,8
6444,mainly,1,6
6445,enthroned,1,9
6446,ones,24,4
6447,words,48,5
6448,feasted,1,7
6449,burglary,1,8
6450,dyspepsia,1,9
6451,ended,5,5
6452,deceives,1,8
6453,married,7,7
6454,acutely,1,7
6455,infesting,1,9
6456,truer,2,5
6457,europe,2,6
6458,humiliation,3,11
6459,acquired,2,8
6460,turbulent,2,9
6461,multitudinousness,1,17
6462,closer,1,6
6463,closes,1,6
6464,cruel,11,5
6465,superb,1,6
6466,genius,4,6
6467,welled,1,6
6468,closed,9,6
6469,limit,5,5
6470,bought,3,6
6471,avow,1,4
6472,opening,4,7
6473,joy,17,3
6474,agencies,1,8
6475,cake,3,4
6476,spoil,5,5
6477,memento,1,7
6478,clogged,1,7
6479,grounds,4,7
6480,wall,4,4
6481,walk,3,4
6482,worldly,2,7
6483,respect,13,7
6484,overpayment,1,11
6485,lakshman,1,8
6486,hindu,8,5
6487,immortality,3,11
6488,responds,2,8
6489,tutor,1,5
6490,unspoken,1,8
6491,sufficient,1,10
6492,twinge,1,6
6493,scrutiny,1,8
6494,unmoved,4,7
6495,repetition,2,10
6496,present,20,7
6497,eyelashes,1,9
6498,abandoned,1,9
6499,fearful,4,7
6500,will,231,4
6501,wild,4,4
6502,wile,1,4
6503,supply,5,6
6504,layer,2,5
6505,barely,1,6
6506,ringing,2,7
6507,thus,24,4
6508,encouragement,1,13
6509,requisitions,1,12
6510,thud,1,4
6511,ava,1,3
6512,prodigality,1,11
6513,perhaps,16,7
6514,vintage,1,7
6515,privileges,1,10
6516,cross,2,5
6517,member,1,6
6518,unity,1,5
6519,merciful,2,8
6520,gets,9,4
6521,disciple,1,8
6522,grandeur,1,8
6523,difficult,12,9
6524,lout,2,4
6525,conceived,2,9
6526,beast,4,5
6527,student,12,7
6528,gutter,2,6
6529,contest,1,7
6530,sung,1,4
6531,fighting,3,8
6532,scruples,4,8
6533,spectator,1,9
6534,english,12,7
6535,cried,23,5
6536,heavily,2,7
6537,quarterstaff,1,12
6538,wealthy,1,7
6539,cries,2,5
6540,happiness,8,9
6541,smite,1,5
6542,rapid,2,5
6543,drunk,1,5
6544,sky,28,3
6545,discuss,2,7
6546,arresting,1,9
6547,concourse,1,9
6548,attractive,2,10
6549,sanskrit,2,8
6550,jars,1,4
6551,boon,10,4
6552,execute,1,7
6553,know,106,4
6554,knot,5,4
6555,press,2,5
6556,perpetual,2,9
6557,loser,1,5
6558,loses,3,5
6559,roundly,1,7
6560,feigned,1,7
6561,clutch,1,6
6562,starred,1,7
6563,wonders,1,7
6564,tumble,2,6
6565,ablaze,1,6
6566,neglecting,1,10
6567,misadventures,1,13
6568,throughout,1,10
6569,leaf,1,4
6570,lead,7,4
6571,lean,1,4
6572,leap,2,4
6573,noose,2,5
6574,poets,1,5
6575,schoolmasters,4,13
6576,stay,13,4
6577,paste,1,5
6578,throne,1,6
6579,threats,1,7
6580,rare,2,4
6581,carried,4,7
6582,linger,1,6
6583,universe,5,8
6584,abstinence,1,10
6585,swear,5,5
6586,ashy,1,4
6587,wilderness,1,10
6588,catechu,1,7
6589,trunks,1,6
6590,promise,5,7
6591,brush,3,5
6592,unrifled,1,8
6593,eh,2,2
6594,transfer,1,8
6595,faithfully,1,10
6596,scintillating,1,13
6597,mutter,1,6
6598,volume,1,6
6599,piously,1,7
6600,contradictory,1,13
6601,shant,1,5
6602,deuce,1,5
6603,made,106,4
6604,tactics,3,7
6605,whether,17,7
6606,protesting,1,10
6607,distract,2,8
6608,venetian,1,8
6609,record,1,6
6610,ruling,1,6
6611,infants,1,7
6612,broadly,1,7
6613,stirring,2,8
6614,eagerness,1,9
6615,ploughing,1,9
6616,gnawing,2,7
6617,goodness,4,8
6618,counteract,1,10
6619,vidyapati,1,9
6620,mutual,2,6
6621,boor,2,4
6622,roars,1,5
6623,book,23,4
6624,sick,1,4
6625,conclusion,1,10
6626,kinds,5,5
6627,moguls,1,6
6628,nourishment,1,11
6629,june,1,4
6630,blabbing,1,8
6631,upwards,1,7
6632,readiest,1,8
6633,jewel,12,5
